age_struct,bedrooms,BLD_label,gross_rent,num_persons,move_in,HHT_label
63,3,One-family house detached,2100,4,7,Married couple household
53,2,20-49 Apartments,1470,4,15,Married couple household
53,2,20-49 Apartments,1470,4,15,Married couple household
53,2,20-49 Apartments,1470,4,15,Married couple household
53,2,20-49 Apartments,1470,4,15,Married couple household
33,2,2 Apartments,770,1,15,Nonfamily household: Male householder: Living alone
33,3,2 Apartments,1580,5,1,Married couple household
33,3,2 Apartments,1580,5,1,Married couple household
33,3,2 Apartments,1580,5,1,Married couple household
33,3,2 Apartments,1580,5,1,Married couple household
33,3,2 Apartments,1580,5,1,Married couple household
100,1,50 or more apartments,300,1,25,Nonfamily household: Female householder: Living alone
100,2,2 Apartments,2540,2,3,Married couple household
100,2,2 Apartments,2540,2,3,Married couple household
100,2,3-4 Apartments,3700,2,1,Married couple household
100,2,3-4 Apartments,3700,2,1,Married couple household
53,2,10-19 Apartments,1840,2,1,Married couple household
53,2,10-19 Apartments,1840,2,1,Married couple household
100,2,2 Apartments,910,1,1,Nonfamily household: Female householder: Living alone
100,1,10-19 Apartments,1580,1,2,Nonfamily household: Male householder: Living alone
12,1,10-19 Apartments,980,2,1,Married couple household
12,1,10-19 Apartments,980,2,1,Married couple household
5,2,20-49 Apartments,1500,2,3,Nonfamily household: Male householder: Not living alone
5,2,20-49 Apartments,1500,2,3,Nonfamily household: Male householder: Not living alone
33,2,20-49 Apartments,1180,2,3,Nonfamily household: Female householder: Not living alone
33,2,20-49 Apartments,1180,2,3,Nonfamily household: Female householder: Not living alone
100,3,One-family house detached,1620,2,1,"Other family household: Female householder, no spouse present"
100,3,One-family house detached,1620,2,1,"Other family household: Female householder, no spouse present"
100,2,3-4 Apartments,2260,3,2,Married couple household
100,2,3-4 Apartments,2260,3,2,Married couple household
100,2,3-4 Apartments,2260,3,2,Married couple household
100,3,3-4 Apartments,1790,4,15,"Other family household: Male householder, no spouse present"
100,3,3-4 Apartments,1790,4,15,"Other family household: Male householder, no spouse present"
100,3,3-4 Apartments,1790,4,15,"Other family household: Male householder, no spouse present"
100,3,3-4 Apartments,1790,4,15,"Other family household: Male householder, no spouse present"
12,2,50 or more apartments,3823,3,1,Nonfamily household: Female householder: Not living alone
12,2,50 or more apartments,3823,3,1,Nonfamily household: Female householder: Not living alone
12,2,50 or more apartments,3823,3,1,Nonfamily household: Female householder: Not living alone
100,3,One-family house attached,3470,3,1,Married couple household
100,3,One-family house attached,3470,3,1,Married couple household
100,3,One-family house attached,3470,3,1,Married couple household
33,2,50 or more apartments,3133,3,1,Married couple household
33,2,50 or more apartments,3133,3,1,Married couple household
33,2,50 or more apartments,3133,3,1,Married couple household
43,4,3-4 Apartments,1810,5,3,"Other family household: Male householder, no spouse present"
43,4,3-4 Apartments,1810,5,3,"Other family household: Male householder, no spouse present"
43,4,3-4 Apartments,1810,5,3,"Other family household: Male householder, no spouse present"
43,4,3-4 Apartments,1810,5,3,"Other family household: Male householder, no spouse present"
43,4,3-4 Apartments,1810,5,3,"Other family household: Male householder, no spouse present"
100,1,5-9 Apartments,1260,1,3,Nonfamily household: Female householder: Living alone
13,1,50 or more apartments,960,1,7,Nonfamily household: Female householder: Living alone
12,1,50 or more apartments,240,1,1,Nonfamily household: Male householder: Living alone
43,1,20-49 Apartments,1390,1,7,Nonfamily household: Female householder: Living alone
33,2,One-family house attached,1302,1,1,Nonfamily household: Female householder: Living alone
53,2,20-49 Apartments,870,2,7,Married couple household
53,2,20-49 Apartments,870,2,7,Married couple household
43,0,50 or more apartments,1600,1,7,Nonfamily household: Male householder: Living alone
100,1,10-19 Apartments,370,1,15,Nonfamily household: Female householder: Living alone
73,2,2 Apartments,1297,1,1,Nonfamily household: Male householder: Living alone
100,2,3-4 Apartments,930,3,25,Married couple household
100,2,3-4 Apartments,930,3,25,Married couple household
100,2,3-4 Apartments,930,3,25,Married couple household
53,1,2 Apartments,1350,1,2,Nonfamily household: Female householder: Living alone
5,1,50 or more apartments,970,1,3,Nonfamily household: Female householder: Living alone
73,1,2 Apartments,840,1,15,Nonfamily household: Female householder: Living alone
33,2,5-9 Apartments,1230,2,2,Married couple household
33,2,5-9 Apartments,1230,2,2,Married couple household
100,3,One-family house attached,1660,3,1,Married couple household
100,3,One-family house attached,1660,3,1,Married couple household
100,3,One-family house attached,1660,3,1,Married couple household
43,2,50 or more apartments,1850,1,25,Nonfamily household: Male householder: Living alone
100,2,2 Apartments,2220,3,2,Married couple household
100,2,2 Apartments,2220,3,2,Married couple household
100,2,2 Apartments,2220,3,2,Married couple household
12,2,50 or more apartments,3870,3,1,Married couple household
12,2,50 or more apartments,3870,3,1,Married couple household
12,2,50 or more apartments,3870,3,1,Married couple household
100,2,3-4 Apartments,3000,2,2,Nonfamily household: Male householder: Not living alone
100,2,3-4 Apartments,3000,2,2,Nonfamily household: Male householder: Not living alone
100,3,3-4 Apartments,1570,2,1,Nonfamily household: Male householder: Not living alone
100,3,3-4 Apartments,1570,2,1,Nonfamily household: Male householder: Not living alone
33,4,One-family house detached,2300,6,1,"Other family household: Female householder, no spouse present"
33,4,One-family house detached,2300,6,1,"Other family household: Female householder, no spouse present"
33,4,One-family house detached,2300,6,1,"Other family household: Female householder, no spouse present"
33,4,One-family house detached,2300,6,1,"Other family household: Female householder, no spouse present"
33,4,One-family house detached,2300,6,1,"Other family household: Female householder, no spouse present"
33,4,One-family house detached,2300,6,1,"Other family household: Female householder, no spouse present"
4,1,3-4 Apartments,1617,2,1,Married couple household
4,1,3-4 Apartments,1617,2,1,Married couple household
73,2,5-9 Apartments,1060,2,15,Married couple household
73,2,5-9 Apartments,1060,2,15,Married couple household
100,2,3-4 Apartments,910,1,1,Nonfamily household: Female householder: Living alone
33,1,20-49 Apartments,470,1,7,Nonfamily household: Female householder: Living alone
100,1,3-4 Apartments,110,1,15,Nonfamily household: Male householder: Living alone
100,0,20-49 Apartments,1730,1,2,Nonfamily household: Female householder: Living alone
100,2,2 Apartments,2500,2,15,Nonfamily household: Male householder: Not living alone
100,2,2 Apartments,2500,2,15,Nonfamily household: Male householder: Not living alone
5,1,50 or more apartments,1323,1,3,Nonfamily household: Female householder: Living alone
53,1,2 Apartments,840,1,25,Nonfamily household: Male householder: Living alone
100,3,One-family house detached,1180,4,25,"Other family household: Female householder, no spouse present"
100,3,One-family house detached,1180,4,25,"Other family household: Female householder, no spouse present"
100,3,One-family house detached,1180,4,25,"Other family household: Female householder, no spouse present"
100,3,One-family house detached,1180,4,25,"Other family household: Female householder, no spouse present"
53,1,50 or more apartments,160,2,7,Married couple household
53,1,50 or more apartments,160,2,7,Married couple household
100,0,3-4 Apartments,480,1,25,Nonfamily household: Female householder: Living alone
100,0,5-9 Apartments,1830,2,1,Nonfamily household: Female householder: Not living alone
100,0,5-9 Apartments,1830,2,1,Nonfamily household: Female householder: Not living alone
100,3,2 Apartments,2410,3,3,Married couple household
100,3,2 Apartments,2410,3,3,Married couple household
100,3,2 Apartments,2410,3,3,Married couple household
63,4,One-family house attached,1900,3,3,"Other family household: Female householder, no spouse present"
63,4,One-family house attached,1900,3,3,"Other family household: Female householder, no spouse present"
63,4,One-family house attached,1900,3,3,"Other family household: Female householder, no spouse present"
3,3,One-family house detached,2843,4,2,"Other family household: Male householder, no spouse present"
3,3,One-family house detached,2843,4,2,"Other family household: Male householder, no spouse present"
3,3,One-family house detached,2843,4,2,"Other family household: Male householder, no spouse present"
3,3,One-family house detached,2843,4,2,"Other family household: Male householder, no spouse present"
43,2,10-19 Apartments,2440,2,7,Married couple household
43,2,10-19 Apartments,2440,2,7,Married couple household
33,2,One-family house attached,1700,5,1,Married couple household
33,2,One-family house attached,1700,5,1,Married couple household
33,2,One-family house attached,1700,5,1,Married couple household
33,2,One-family house attached,1700,5,1,Married couple household
33,2,One-family house attached,1700,5,1,Married couple household
53,1,3-4 Apartments,1200,1,1,Nonfamily household: Male householder: Living alone
63,1,20-49 Apartments,550,1,15,Nonfamily household: Male householder: Living alone
43,1,50 or more apartments,360,1,3,Nonfamily household: Male householder: Living alone
43,1,5-9 Apartments,250,1,7,Nonfamily household: Male householder: Living alone
100,2,10-19 Apartments,780,2,7,"Other family household: Male householder, no spouse present"
100,2,10-19 Apartments,780,2,7,"Other family household: Male householder, no spouse present"
100,3,One-family house detached,720,1,7,Nonfamily household: Male householder: Living alone
73,1,One-family house attached,2490,3,2,Married couple household
73,1,One-family house attached,2490,3,2,Married couple household
73,1,One-family house attached,2490,3,2,Married couple household
6,4,One-family house attached,920,4,3,Nonfamily household: Male householder: Not living alone
6,4,One-family house attached,920,4,3,Nonfamily household: Male householder: Not living alone
6,4,One-family house attached,920,4,3,Nonfamily household: Male householder: Not living alone
6,4,One-family house attached,920,4,3,Nonfamily household: Male householder: Not living alone
100,1,5-9 Apartments,1790,1,30,Nonfamily household: Female householder: Living alone
100,6,2 Apartments,1340,1,2,Nonfamily household: Female householder: Living alone
43,2,5-9 Apartments,420,3,7,"Other family household: Female householder, no spouse present"
43,2,5-9 Apartments,420,3,7,"Other family household: Female householder, no spouse present"
43,2,5-9 Apartments,420,3,7,"Other family household: Female householder, no spouse present"
12,2,50 or more apartments,1010,2,3,"Other family household: Female householder, no spouse present"
12,2,50 or more apartments,1010,2,3,"Other family household: Female householder, no spouse present"
10,2,50 or more apartments,2438,2,1,Nonfamily household: Female householder: Not living alone
10,2,50 or more apartments,2438,2,1,Nonfamily household: Female householder: Not living alone
100,4,One-family house attached,2000,7,7,Married couple household
100,4,One-family house attached,2000,7,7,Married couple household
100,4,One-family house attached,2000,7,7,Married couple household
100,4,One-family house attached,2000,7,7,Married couple household
100,4,One-family house attached,2000,7,7,Married couple household
100,4,One-family house attached,2000,7,7,Married couple household
100,4,One-family house attached,2000,7,7,Married couple household
100,1,2 Apartments,370,1,25,Nonfamily household: Male householder: Living alone
43,1,2 Apartments,610,2,3,"Other family household: Female householder, no spouse present"
43,1,2 Apartments,610,2,3,"Other family household: Female householder, no spouse present"
73,2,3-4 Apartments,1370,2,3,Married couple household
73,2,3-4 Apartments,1370,2,3,Married couple household
100,2,2 Apartments,1550,1,3,Nonfamily household: Female householder: Living alone
33,1,20-49 Apartments,760,2,15,Married couple household
33,1,20-49 Apartments,760,2,15,Married couple household
100,1,3-4 Apartments,1065,1,3,Nonfamily household: Female householder: Living alone
43,2,2 Apartments,983,2,1,Nonfamily household: Male householder: Not living alone
43,2,2 Apartments,983,2,1,Nonfamily household: Male householder: Not living alone
100,4,2 Apartments,1900,6,30,Married couple household
100,4,2 Apartments,1900,6,30,Married couple household
100,4,2 Apartments,1900,6,30,Married couple household
100,4,2 Apartments,1900,6,30,Married couple household
100,4,2 Apartments,1900,6,30,Married couple household
100,4,2 Apartments,1900,6,30,Married couple household
100,3,3-4 Apartments,1300,4,15,Married couple household
100,3,3-4 Apartments,1300,4,15,Married couple household
100,3,3-4 Apartments,1300,4,15,Married couple household
100,3,3-4 Apartments,1300,4,15,Married couple household
23,2,One-family house attached,960,3,7,"Other family household: Female householder, no spouse present"
23,2,One-family house attached,960,3,7,"Other family household: Female householder, no spouse present"
23,2,One-family house attached,960,3,7,"Other family household: Female householder, no spouse present"
53,0,3-4 Apartments,1090,4,15,Married couple household
53,0,3-4 Apartments,1090,4,15,Married couple household
53,0,3-4 Apartments,1090,4,15,Married couple household
53,0,3-4 Apartments,1090,4,15,Married couple household
53,3,One-family house detached,1590,2,3,Nonfamily household: Male householder: Not living alone
53,3,One-family house detached,1590,2,3,Nonfamily household: Male householder: Not living alone
23,3,2 Apartments,1140,3,3,Nonfamily household: Male householder: Not living alone
23,3,2 Apartments,1140,3,3,Nonfamily household: Male householder: Not living alone
23,3,2 Apartments,1140,3,3,Nonfamily household: Male householder: Not living alone
63,2,3-4 Apartments,1800,3,15,Married couple household
63,2,3-4 Apartments,1800,3,15,Married couple household
63,2,3-4 Apartments,1800,3,15,Married couple household
53,1,20-49 Apartments,1050,3,3,"Other family household: Female householder, no spouse present"
53,1,20-49 Apartments,1050,3,3,"Other family household: Female householder, no spouse present"
53,1,20-49 Apartments,1050,3,3,"Other family household: Female householder, no spouse present"
100,4,One-family house detached,1700,2,1,Married couple household
100,4,One-family house detached,1700,2,1,Married couple household
33,2,10-19 Apartments,1360,3,1,Married couple household
33,2,10-19 Apartments,1360,3,1,Married couple household
33,2,10-19 Apartments,1360,3,1,Married couple household
100,2,2 Apartments,1690,3,15,Married couple household
100,2,2 Apartments,1690,3,15,Married couple household
100,2,2 Apartments,1690,3,15,Married couple household
100,1,10-19 Apartments,790,1,7,Nonfamily household: Male householder: Living alone
16,2,20-49 Apartments,3380,3,15,Married couple household
16,2,20-49 Apartments,3380,3,15,Married couple household
16,2,20-49 Apartments,3380,3,15,Married couple household
33,1,5-9 Apartments,1264,1,3,Nonfamily household: Male householder: Living alone
100,3,3-4 Apartments,2400,2,3,"Other family household: Male householder, no spouse present"
100,3,3-4 Apartments,2400,2,3,"Other family household: Male householder, no spouse present"
23,1,50 or more apartments,1320,3,15,Married couple household
23,1,50 or more apartments,1320,3,15,Married couple household
23,1,50 or more apartments,1320,3,15,Married couple household
100,0,5-9 Apartments,2130,1,2,Nonfamily household: Male householder: Living alone
100,1,5-9 Apartments,2120,1,2,Nonfamily household: Male householder: Living alone
73,0,3-4 Apartments,1300,1,7,Nonfamily household: Male householder: Living alone
63,2,One-family house detached,1897,2,15,Married couple household
63,2,One-family house detached,1897,2,15,Married couple household
100,2,3-4 Apartments,1160,4,15,Married couple household
100,2,3-4 Apartments,1160,4,15,Married couple household
100,2,3-4 Apartments,1160,4,15,Married couple household
100,2,3-4 Apartments,1160,4,15,Married couple household
100,1,50 or more apartments,1590,1,1,Nonfamily household: Male householder: Living alone
100,1,10-19 Apartments,900,1,2,Nonfamily household: Male householder: Living alone
100,0,50 or more apartments,90,1,7,Nonfamily household: Male householder: Living alone
13,5,2 Apartments,2480,5,1,Nonfamily household: Female householder: Not living alone
13,5,2 Apartments,2480,5,1,Nonfamily household: Female householder: Not living alone
13,5,2 Apartments,2480,5,1,Nonfamily household: Female householder: Not living alone
13,5,2 Apartments,2480,5,1,Nonfamily household: Female householder: Not living alone
13,5,2 Apartments,2480,5,1,Nonfamily household: Female householder: Not living alone
63,1,20-49 Apartments,2130,2,2,Nonfamily household: Male householder: Not living alone
63,1,20-49 Apartments,2130,2,2,Nonfamily household: Male householder: Not living alone
23,3,One-family house detached,1552,5,2,"Other family household: Female householder, no spouse present"
23,3,One-family house detached,1552,5,2,"Other family household: Female householder, no spouse present"
23,3,One-family house detached,1552,5,2,"Other family household: Female householder, no spouse present"
23,3,One-family house detached,1552,5,2,"Other family household: Female householder, no spouse present"
23,3,One-family house detached,1552,5,2,"Other family household: Female householder, no spouse present"
8,2,3-4 Apartments,860,2,2,Nonfamily household: Male householder: Not living alone
8,2,3-4 Apartments,860,2,2,Nonfamily household: Male householder: Not living alone
33,2,50 or more apartments,1400,1,2,Nonfamily household: Female householder: Living alone
100,2,2 Apartments,1840,3,3,Married couple household
100,2,2 Apartments,1840,3,3,Married couple household
100,2,2 Apartments,1840,3,3,Married couple household
43,2,10-19 Apartments,270,2,1,Married couple household
43,2,10-19 Apartments,270,2,1,Married couple household
100,2,2 Apartments,900,1,3,Nonfamily household: Male householder: Living alone
43,1,20-49 Apartments,1570,1,1,Nonfamily household: Female householder: Living alone
100,1,10-19 Apartments,3330,2,3,Nonfamily household: Female householder: Not living alone
100,1,10-19 Apartments,3330,2,3,Nonfamily household: Female householder: Not living alone
63,0,10-19 Apartments,280,1,15,Nonfamily household: Male householder: Living alone
100,3,3-4 Apartments,2520,3,2,Nonfamily household: Female householder: Not living alone
100,3,3-4 Apartments,2520,3,2,Nonfamily household: Female householder: Not living alone
100,3,3-4 Apartments,2520,3,2,Nonfamily household: Female householder: Not living alone
53,1,5-9 Apartments,290,1,25,Nonfamily household: Male householder: Living alone
16,4,One-family house attached,710,4,1,Nonfamily household: Male householder: Not living alone
16,4,One-family house attached,710,4,1,Nonfamily household: Male householder: Not living alone
16,4,One-family house attached,710,4,1,Nonfamily household: Male householder: Not living alone
16,4,One-family house attached,710,4,1,Nonfamily household: Male householder: Not living alone
33,2,50 or more apartments,1680,3,3,Married couple household
33,2,50 or more apartments,1680,3,3,Married couple household
33,2,50 or more apartments,1680,3,3,Married couple household
33,2,2 Apartments,2150,2,1,Nonfamily household: Female householder: Not living alone
33,2,2 Apartments,2150,2,1,Nonfamily household: Female householder: Not living alone
100,1,50 or more apartments,980,1,1,Nonfamily household: Female householder: Living alone
33,4,3-4 Apartments,880,4,7,"Other family household: Female householder, no spouse present"
33,4,3-4 Apartments,880,4,7,"Other family household: Female householder, no spouse present"
33,4,3-4 Apartments,880,4,7,"Other family household: Female householder, no spouse present"
33,4,3-4 Apartments,880,4,7,"Other family household: Female householder, no spouse present"
100,2,3-4 Apartments,1720,3,2,Married couple household
100,2,3-4 Apartments,1720,3,2,Married couple household
100,2,3-4 Apartments,1720,3,2,Married couple household
100,1,3-4 Apartments,2187,1,3,Nonfamily household: Male householder: Living alone
100,0,One-family house detached,2590,2,2,Married couple household
100,0,One-family house detached,2590,2,2,Married couple household
100,4,3-4 Apartments,360,5,15,"Other family household: Female householder, no spouse present"
100,4,3-4 Apartments,360,5,15,"Other family household: Female householder, no spouse present"
100,4,3-4 Apartments,360,5,15,"Other family household: Female householder, no spouse present"
100,4,3-4 Apartments,360,5,15,"Other family household: Female householder, no spouse present"
100,4,3-4 Apartments,360,5,15,"Other family household: Female householder, no spouse present"
100,3,3-4 Apartments,1150,3,7,Married couple household
100,3,3-4 Apartments,1150,3,7,Married couple household
100,3,3-4 Apartments,1150,3,7,Married couple household
100,4,One-family house detached,1523,3,25,"Other family household: Female householder, no spouse present"
100,4,One-family house detached,1523,3,25,"Other family household: Female householder, no spouse present"
100,4,One-family house detached,1523,3,25,"Other family household: Female householder, no spouse present"
63,2,50 or more apartments,1610,1,2,Nonfamily household: Female householder: Living alone
33,1,50 or more apartments,1740,3,3,Married couple household
33,1,50 or more apartments,1740,3,3,Married couple household
33,1,50 or more apartments,1740,3,3,Married couple household
100,3,One-family house detached,2850,3,3,"Other family household: Female householder, no spouse present"
100,3,One-family house detached,2850,3,3,"Other family household: Female householder, no spouse present"
100,3,One-family house detached,2850,3,3,"Other family household: Female householder, no spouse present"
100,2,2 Apartments,430,1,15,Nonfamily household: Female householder: Living alone
63,4,One-family house detached,1147,1,7,Nonfamily household: Male householder: Living alone
53,1,20-49 Apartments,1450,1,3,Nonfamily household: Male householder: Living alone
73,2,3-4 Apartments,2130,2,3,Nonfamily household: Male householder: Not living alone
73,2,3-4 Apartments,2130,2,3,Nonfamily household: Male householder: Not living alone
100,3,One-family house attached,820,5,3,Married couple household
100,3,One-family house attached,820,5,3,Married couple household
100,3,One-family house attached,820,5,3,Married couple household
100,3,One-family house attached,820,5,3,Married couple household
100,3,One-family house attached,820,5,3,Married couple household
73,2,3-4 Apartments,2960,2,1,Nonfamily household: Male householder: Not living alone
73,2,3-4 Apartments,2960,2,1,Nonfamily household: Male householder: Not living alone
33,2,5-9 Apartments,1280,2,3,"Other family household: Male householder, no spouse present"
33,2,5-9 Apartments,1280,2,3,"Other family household: Male householder, no spouse present"
63,1,5-9 Apartments,1240,2,7,"Other family household: Female householder, no spouse present"
63,1,5-9 Apartments,1240,2,7,"Other family household: Female householder, no spouse present"
33,1,20-49 Apartments,380,1,25,Nonfamily household: Female householder: Living alone
23,3,One-family house detached,1870,3,15,"Other family household: Female householder, no spouse present"
23,3,One-family house detached,1870,3,15,"Other family household: Female householder, no spouse present"
23,3,One-family house detached,1870,3,15,"Other family household: Female householder, no spouse present"
8,2,20-49 Apartments,2037,4,7,Married couple household
8,2,20-49 Apartments,2037,4,7,Married couple household
8,2,20-49 Apartments,2037,4,7,Married couple household
8,2,20-49 Apartments,2037,4,7,Married couple household
43,0,50 or more apartments,1200,1,3,Nonfamily household: Female householder: Living alone
33,2,10-19 Apartments,2210,2,3,Married couple household
33,2,10-19 Apartments,2210,2,3,Married couple household
53,3,2 Apartments,2290,3,1,Nonfamily household: Female householder: Not living alone
53,3,2 Apartments,2290,3,1,Nonfamily household: Female householder: Not living alone
53,3,2 Apartments,2290,3,1,Nonfamily household: Female householder: Not living alone
53,1,One-family house attached,1000,2,3,Married couple household
53,1,One-family house attached,1000,2,3,Married couple household
100,2,2 Apartments,2310,4,2,Married couple household
100,2,2 Apartments,2310,4,2,Married couple household
100,2,2 Apartments,2310,4,2,Married couple household
100,2,2 Apartments,2310,4,2,Married couple household
10,1,50 or more apartments,3904,2,1,Nonfamily household: Male householder: Not living alone
10,1,50 or more apartments,3904,2,1,Nonfamily household: Male householder: Not living alone
100,2,10-19 Apartments,2680,2,1,Nonfamily household: Female householder: Not living alone
100,2,10-19 Apartments,2680,2,1,Nonfamily household: Female householder: Not living alone
63,1,3-4 Apartments,2560,2,2,Married couple household
63,1,3-4 Apartments,2560,2,2,Married couple household
33,1,50 or more apartments,230,1,30,Nonfamily household: Female householder: Living alone
100,0,5-9 Apartments,1720,1,3,Nonfamily household: Female householder: Living alone
63,1,5-9 Apartments,290,2,3,Married couple household
63,1,5-9 Apartments,290,2,3,Married couple household
100,0,2 Apartments,370,1,15,Nonfamily household: Female householder: Living alone
33,3,2 Apartments,2210,4,7,Married couple household
33,3,2 Apartments,2210,4,7,Married couple household
33,3,2 Apartments,2210,4,7,Married couple household
33,3,2 Apartments,2210,4,7,Married couple household
4,3,5-9 Apartments,570,3,3,"Other family household: Female householder, no spouse present"
4,3,5-9 Apartments,570,3,3,"Other family household: Female householder, no spouse present"
4,3,5-9 Apartments,570,3,3,"Other family household: Female householder, no spouse present"
100,1,5-9 Apartments,2120,2,7,Married couple household
100,1,5-9 Apartments,2120,2,7,Married couple household
63,1,10-19 Apartments,2250,2,2,Nonfamily household: Female householder: Not living alone
63,1,10-19 Apartments,2250,2,2,Nonfamily household: Female householder: Not living alone
33,3,3-4 Apartments,1580,4,7,"Other family household: Female householder, no spouse present"
33,3,3-4 Apartments,1580,4,7,"Other family household: Female householder, no spouse present"
33,3,3-4 Apartments,1580,4,7,"Other family household: Female householder, no spouse present"
33,3,3-4 Apartments,1580,4,7,"Other family household: Female householder, no spouse present"
100,3,2 Apartments,950,5,25,Married couple household
100,3,2 Apartments,950,5,25,Married couple household
100,3,2 Apartments,950,5,25,Married couple household
100,3,2 Apartments,950,5,25,Married couple household
100,3,2 Apartments,950,5,25,Married couple household
63,1,3-4 Apartments,1421,2,2,Nonfamily household: Male householder: Not living alone
63,1,3-4 Apartments,1421,2,2,Nonfamily household: Male householder: Not living alone
43,2,10-19 Apartments,980,2,7,"Other family household: Female householder, no spouse present"
43,2,10-19 Apartments,980,2,7,"Other family household: Female householder, no spouse present"
100,1,5-9 Apartments,780,4,1,"Other family household: Female householder, no spouse present"
100,1,5-9 Apartments,780,4,1,"Other family household: Female householder, no spouse present"
100,1,5-9 Apartments,780,4,1,"Other family household: Female householder, no spouse present"
100,1,5-9 Apartments,780,4,1,"Other family household: Female householder, no spouse present"
63,1,20-49 Apartments,540,1,2,Nonfamily household: Male householder: Living alone
53,1,20-49 Apartments,1500,1,7,Nonfamily household: Male householder: Living alone
53,2,5-9 Apartments,2008,2,3,"Other family household: Female householder, no spouse present"
53,2,5-9 Apartments,2008,2,3,"Other family household: Female householder, no spouse present"
23,2,One-family house attached,2550,4,1,"Other family household: Male householder, no spouse present"
23,2,One-family house attached,2550,4,1,"Other family household: Male householder, no spouse present"
23,2,One-family house attached,2550,4,1,"Other family household: Male householder, no spouse present"
23,2,One-family house attached,2550,4,1,"Other family household: Male householder, no spouse present"
100,4,2 Apartments,2428,4,7,Nonfamily household: Male householder: Not living alone
100,4,2 Apartments,2428,4,7,Nonfamily household: Male householder: Not living alone
100,4,2 Apartments,2428,4,7,Nonfamily household: Male householder: Not living alone
100,4,2 Apartments,2428,4,7,Nonfamily household: Male householder: Not living alone
33,4,One-family house attached,2140,5,7,"Other family household: Male householder, no spouse present"
33,4,One-family house attached,2140,5,7,"Other family household: Male householder, no spouse present"
33,4,One-family house attached,2140,5,7,"Other family household: Male householder, no spouse present"
33,4,One-family house attached,2140,5,7,"Other family household: Male householder, no spouse present"
33,4,One-family house attached,2140,5,7,"Other family household: Male householder, no spouse present"
63,2,3-4 Apartments,2950,3,1,Nonfamily household: Male householder: Not living alone
63,2,3-4 Apartments,2950,3,1,Nonfamily household: Male householder: Not living alone
63,2,3-4 Apartments,2950,3,1,Nonfamily household: Male householder: Not living alone
63,3,One-family house attached,1208,4,3,"Other family household: Female householder, no spouse present"
63,3,One-family house attached,1208,4,3,"Other family household: Female householder, no spouse present"
63,3,One-family house attached,1208,4,3,"Other family household: Female householder, no spouse present"
63,3,One-family house attached,1208,4,3,"Other family household: Female householder, no spouse present"
100,4,One-family house detached,1270,5,3,Married couple household
100,4,One-family house detached,1270,5,3,Married couple household
100,4,One-family house detached,1270,5,3,Married couple household
100,4,One-family house detached,1270,5,3,Married couple household
100,4,One-family house detached,1270,5,3,Married couple household
7,2,50 or more apartments,2790,2,1,Nonfamily household: Male householder: Not living alone
7,2,50 or more apartments,2790,2,1,Nonfamily household: Male householder: Not living alone
43,2,10-19 Apartments,1840,5,3,Married couple household
43,2,10-19 Apartments,1840,5,3,Married couple household
43,2,10-19 Apartments,1840,5,3,Married couple household
43,2,10-19 Apartments,1840,5,3,Married couple household
43,2,10-19 Apartments,1840,5,3,Married couple household
43,3,One-family house detached,1309,3,7,"Other family household: Female householder, no spouse present"
43,3,One-family house detached,1309,3,7,"Other family household: Female householder, no spouse present"
43,3,One-family house detached,1309,3,7,"Other family household: Female householder, no spouse present"
10,1,5-9 Apartments,1180,1,3,Nonfamily household: Female householder: Living alone
33,2,50 or more apartments,3100,4,3,Married couple household
33,2,50 or more apartments,3100,4,3,Married couple household
33,2,50 or more apartments,3100,4,3,Married couple household
33,2,50 or more apartments,3100,4,3,Married couple household
43,2,50 or more apartments,1500,4,3,"Other family household: Female householder, no spouse present"
43,2,50 or more apartments,1500,4,3,"Other family household: Female householder, no spouse present"
43,2,50 or more apartments,1500,4,3,"Other family household: Female householder, no spouse present"
43,2,50 or more apartments,1500,4,3,"Other family household: Female householder, no spouse present"
100,2,3-4 Apartments,2080,4,15,Married couple household
100,2,3-4 Apartments,2080,4,15,Married couple household
100,2,3-4 Apartments,2080,4,15,Married couple household
100,2,3-4 Apartments,2080,4,15,Married couple household
43,1,20-49 Apartments,1250,1,30,Nonfamily household: Female householder: Living alone
33,1,3-4 Apartments,820,1,1,Nonfamily household: Female householder: Living alone
53,3,One-family house detached,1358,3,7,Married couple household
53,3,One-family house detached,1358,3,7,Married couple household
53,3,One-family house detached,1358,3,7,Married couple household
100,3,2 Apartments,2787,5,1,Married couple household
100,3,2 Apartments,2787,5,1,Married couple household
100,3,2 Apartments,2787,5,1,Married couple household
100,3,2 Apartments,2787,5,1,Married couple household
100,3,2 Apartments,2787,5,1,Married couple household
10,1,10-19 Apartments,1620,1,3,Nonfamily household: Female householder: Living alone
73,1,20-49 Apartments,1040,1,1,Nonfamily household: Female householder: Living alone
100,3,2 Apartments,1097,3,7,"Other family household: Female householder, no spouse present"
100,3,2 Apartments,1097,3,7,"Other family household: Female householder, no spouse present"
100,3,2 Apartments,1097,3,7,"Other family household: Female householder, no spouse present"
100,1,50 or more apartments,960,2,3,Married couple household
100,1,50 or more apartments,960,2,3,Married couple household
43,1,50 or more apartments,260,1,15,Nonfamily household: Male householder: Living alone
33,2,One-family house attached,2710,4,3,Married couple household
33,2,One-family house attached,2710,4,3,Married couple household
33,2,One-family house attached,2710,4,3,Married couple household
33,2,One-family house attached,2710,4,3,Married couple household
